Well_ID,BRO-ID,Filter,Date,Nitrate,Chloride,Oxygen,Temperature,Acidity,geometry
GMW000000015535,GAR000000012592,1,2004-11-11T11:00:00+01:00,2.68,2.0,,13.3,4.7,POINT (5.231023198 52.239016526)
GMW000000015535,GAR000000012593,1,2006-04-03T12:00:00+02:00,1.2,10.0,,9.2,5.5,POINT (5.231023198 52.239016526)
GMW000000015535,GAR000000012594,1,2009-09-23T12:00:00+02:00,0.67,5.2,8.65,16.6,4.8,POINT (5.231023198 52.239016526)
GMW000000015535,GAR000000012595,1,2011-01-26T11:00:00+01:00,0.67,5.38,10.35,10.1,4.87,POINT (5.231023198 52.239016526)
GMW000000015535,GAR000000012596,1,2012-06-04T12:00:00+02:00,1.39,3.56,10.46,10.5,5.78,POINT (5.231023198 52.239016526)
GMW000000015535,GAR000000012597,1,2016-01-29T11:00:00+01:00,0.83,3.8,,,7.1,POINT (5.231023198 52.239016526)
GMW000000015535,GAR000000012598,1,2016-01-28T11:00:00+01:00,0.83,4.2,10.73,11.9,7.7,POINT (5.231023198 52.239016526)
GMW000000015535,GAR000000012599,1,2018-10-23T12:00:00+02:00,0.67,3.3,8.61,15.6,7.0,POINT (5.231023198 52.239016526)
GMW000000015535,GAR000000012600,2,2004-11-11T11:00:00+01:00,0.61,4.0,,12.2,5.2,POINT (5.231023198 52.239016526)
GMW000000015535,GAR000000012601,2,2009-09-23T12:00:00+02:00,0.44,12.0,1.3,12.6,5.0,POINT (5.231023198 52.239016526)
GMW000000015535,GAR000000012602,2,2011-01-26T11:00:00+01:00,0.13,11.33,0.61,10.1,5.6,POINT (5.231023198 52.239016526)
GMW000000015535,GAR000000012603,2,2012-06-04T12:00:00+02:00,0.5,9.44,1.46,11.3,6.48,POINT (5.231023198 52.239016526)
GMW000000015535,GAR000000012604,2,2016-01-28T11:00:00+01:00,0.13,12.0,0.25,10.7,7.6,POINT (5.231023198 52.239016526)
GMW000000015535,GAR000000012605,2,2018-10-23T12:00:00+02:00,0.12,14.0,0.01,17.0,6.3,POINT (5.231023198 52.239016526)
GMW000000015535,GAR000000051585,1,2021-06-04T12:00:00+02:00,0.88,4.99,,19.7,4.66,POINT (5.231023198 52.239016526)
